property_id,property_name,percent_of_electricity_that,national_median_reference,financial_office_weekly,national_median_energy_star,office_gross_floor_area_ft,medical_office_percent_that_1,multifamily_housing_number_2,propane_use_kbtu,weather_normalized_site_2,weather_normalized_source,parking_open_parking_lot,data_center_it_source_energy,fuel_oil_1_use_kbtu,estimated_data_flag_fuel_3,electricity_use_grid_purchase_3,hospital_general_medical,annual_maximum_demand_meter,national_median_total_ghg,restaurant_worker_density,outdoor_water_use_all_water,national_median_site_eui,alert_energy_meter_has_less,number_of_active_energy_meters_1,food_service_gross_floor,district_hot_water_use_kbtu,fitness_center_health_club,multifamily_housing_number_7,medical_office_gross_floor,metered_areas_energy,weather_normalized_site_energy,office_worker_density_number,multifamily_housing_percent,source_eui_kbtu_ft,alert_property_has_no_uses,residence_hall_dormitory,parking_gross_floor_area,retail_store_number_of_walk,nyc_building_identification,direct_ghg_emissions_intensity,multifamily_housing_gross,third_party_certification,non_refrigerated_warehouse,alert_energy_no_meters,green_power_onsite_kwh,financial_office_number_of,hospital_general_medical_8,mailing_center_post_office,data_center_it_equipment,restaurant_weekly_operating,performing_arts_gross_floor,alert_energy_meter_has_single,weather_normalized_source_1,medical_office_number_of,parking_partially_enclosed,metered_areas_water,electricity_use_generated,multifamily_housing_resident,city,electricity_use_generated_3,net_emissions_metric_tons,green_power_offsite_kwh,property_gfa_calculated_2,laboratory_gross_floor_area,energy_star_certification_1,parent_property_name,property_gfa_calculated_1,senior_living_community_living,hospital_general_medical_3,total_ghg_emissions_intensity,largest_property_use_type,alert_data_center_issue_with,alert_water_meter_has_less,district_chilled_water_use,hospital_general_medical_5,hospital_general_medical_1,_3rd_largest_property_use,courthouse_gross_floor_area,last_modified_date_property
2675953,DEPM 1516 - 40 Fifth Ave,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,76,Not Available,103421.2,Not Available,Not Available,Not Available,Not Available,No,2323037.7,Not Available,Not Available,757.4,Not Available,Not Available,79.3,Ok,8,Not Available,Not Available,Not Available,0,Not Available,Whole Property,Not Available,Not Available,0,116.3,Ok,Not Available,Not Available,Not Available,1009539,4,156065,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,825.1,0,Not Available,Not Available,No,Not Applicable: Standalone Property,156065.0,Not Available,Not Available,5.3,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,03/29/2022 10:16 AM EDT
4952573,AKAM - 60 East End Avenue,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,2386,Not Available,0,Not Available,264334.3,126.5,Not Available,Not Available,Not Available,Not Available,6118760.1,Not Available,Not Available,2037,Not Available,Not Available,97.6,Ok,5,Not Available,Not Available,Not Available,0,Not Available,Whole Property,32493178.5,1.67645,100,126.3,Ok,Not Available,Not Available,Not Available,1051164,3.9,351076,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,44722400.8,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,1909.2,0,Not Available,Not Available,No,Not Applicable: Standalone Property,353462.0,Not Available,Not Available,5.4,Multifamily Housing,Ok,Possible Issue,Not Available,Not Available,Not Available,Not Available,Not Available,05/22/2022 10:28 PM EDT
4951966,AKAM - 340 East 23rd Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,18665,149.8,Not Available,Not Available,Not Available,Not Available,7576376.7,Not Available,Not Available,850.7,Not Available,Not Available,59.6,Ok,6,Not Available,Not Available,Not Available,0,Not Available,Whole Property,14228417.9,Not Available,100,149.8,Ok,Not Available,Not Available,0,1020579,0.5,172800,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,28655321.4,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,1042.3,0,Not Available,Not Available,No,Not Applicable: Standalone Property,191239.0,Not Available,Not Available,5.5,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,03/26/2022 03:20 PM EDT
2805598,DEPM 1698 - 35 East 85th St,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,56,Not Available,66650,101.8,Not Available,Not Available,Not Available,No,4314136.2,Not Available,Not Available,1253.4,Not Available,Not Available,75.4,Ok,9,Not Available,Not Available,Not Available,0,Not Available,Whole Property,16567861.1,Not Available,0,101.8,Ok,Not Available,Not Available,0,1046831;1804346;1804345,3.2,237261,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,24722442.8,Not Available,Not Available,Not Available,Not Available,No specific resident population,New York,Not Available,1133.5,0,Not Available,Not Available,No,Not Applicable: Standalone Property,242861.0,Not Available,Not Available,4.7,Multifamily Housing,Ok,Unable to Check (not enough data),Not Available,Not Available,Not Available,Not Available,Not Available,05/23/2022 04:12 PM EDT
2685991,DEPM 2772/2774 - 200 Eleventh Ave,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,15,Not Available,25382,190.8,Not Available,Not Available,Not Available,Not Available,3000481.1,Not Available,Not Available,234.3,Not Available,Not Available,57.7,Ok,5,Not Available,Not Available,Not Available,0,Not Available,Whole Property,5482923.8,Not Available,0,188.4,Ok,Not Available,Not Available,Not Available,1087613,2.1,57189,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,10910345,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,373.7,0,Not Available,Not Available,No,Not Applicable: Standalone Property,57189.0,Not Available,Not Available,6.5,Multifamily Housing,Ok,Possible Issue,Not Available,Not Available,Not Available,Not Available,Not Available,05/20/2022 07:11 PM EDT
2591915,URA Group - 1212 Avenue of The Americas,0,CBECS - Office & Bank/Financial,Not Available,50,232470,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6559634.8,Not Available,Not Available,1725.8,Not Available,Not Available,91.6,Ok,5,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Property,Not Available,2.40891,Not Available,100.9,Ok,Not Available,Not Available,0,1034502,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,New York,Not Available,944.4,0,Not Available,Not Available,No,Not Applicable: Standalone Property,253300.0,Not Available,Not Available,3.7,Office,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,03/29/2022 07:32 PM EDT
4041321,DEPM 2544 - 25 Central Park West,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,12666,Not Available,326,Not Available,407779.5,Not Available,Not Available,Not Available,Not Available,Not Available,11369906.5,Not Available,Not Available,3154.8,Not Available,Not Available,84.4,Ok,4,Not Available,Not Available,Not Available,0,Not Available,Whole Property,Not Available,2.7633,0,117.5,Ok,Not Available,Not Available,0,1076225,3.4,598316,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,No specific resident population,New York,Not Available,3043.5,0,Not Available,Not Available,No,Not Applicable: Standalone Property,621304.0,Not Available,Not Available,4.9,Multifamily Housing,Ok,Unable to Check (not enough data),Not Available,Not Available,Not Available,Retail Store,Not Available,05/23/2022 03:45 PM EDT
4945431,AKAM - 110-11 Queens Boulevard,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,6000,Not Available,0,Not Available,551541.9,Not Available,Not Available,Not Available,Not Available,Not Available,9571884.9,Not Available,Not Available,2612.2,Not Available,Not Available,86.1,Ok,4,Not Available,Not Available,Not Available,0,Not Available,Whole Property,Not Available,1,100,160.9,Ok,Not Available,Not Available,Not Available,4052585,5.6,518895,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Whole Property,Not Available,No specific resident population,Queens,Not Available,3726.6,0,Not Available,Not Available,No,Not Applicable: Standalone Property,524895.0,Not Available,Not Available,7.1,Multifamily Housing,Ok,Possible Issue,Not Available,Not Available,Not Available,Not Available,Not Available,07/27/2022 04:31 PM EDT
15568435,zzzzAKAM - 45-16 83rd Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,18847.2,96,Not Available,Not Available,Not Available,Not Available,6783315.3,Not Available,Not Available,818.5,Not Available,Not Available,48.1,Ok,5,Not Available,Not Available,Not Available,0.63146,Not Available,Whole Property,8668031.9,Not Available,100,95.6,Ok,Not Available,Not Available,Not Available,4576571;4616443;4619985,0.4,218540,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,20972235.8,Not Available,Not Available,Not Available,Not Available,Not Available,Queens,Not Available,669.4,0,Not Available,Not Available,No,Not Applicable: Standalone Property,218540.0,Not Available,Not Available,3.1,Multifamily Housing,Ok,Unable to Check (not enough data),Not Available,Not Available,Not Available,Not Available,Not Available,08/08/2022 09:31 AM EDT
2672640,DEPM 1066 - 941 Park Ave,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,34,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,4442359.2,Not Available,Not Available,929.1,Not Available,Not Available,82.7,Ok,10,Not Available,Not Available,Not Available,0,Not Available,Whole Property,Not Available,Not Available,0,121.7,Ok,Not Available,Not Available,Not Available,1047549,2.6,175859,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Not Available,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,828.7,0,Not Available,Not Available,No,Not Applicable: Standalone Property,175859.0,Not Available,Not Available,4.7,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,03/28/2022 10:24 PM EDT
2693021,DEPM 2636 - 11-02 49th Ave,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,4,Not Available,58172,99.9,0,Not Available,Not Available,Not Available,3563823.8,Not Available,Not Available,694.8,Not Available,Not Available,67.1,Ok,5,Not Available,Not Available,Not Available,0,Not Available,Whole Property,9263445.9,Not Available,0,99.2,Ok,Not Available,7214,Not Available,4864704;4540102,1.8,157747,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,15757551.1,Not Available,0,Whole Property,Not Available,No specific resident population,Queens,Not Available,588.1,0,7214,Not Available,No,Not Applicable: Standalone Property,157747.0,Not Available,Not Available,3.7,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/25/2022 05:34 PM EDT
10894151,Progressive - 148-19 90th Avenue,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,26490.3,93.4,Not Available,Not Available,Not Available,Not Available,1235845.5,Not Available,Not Available,324.6,Not Available,Not Available,77,Ok,5,Not Available,Not Available,Not Available,0.99299,Not Available,Whole Property,3873492.8,Not Available,100,92,Ok,Not Available,Not Available,Not Available,4617758,2,66466,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,6209969.5,Not Available,Not Available,Whole Property,Not Available,Not Available,Queens,Not Available,238.9,0,Not Available,Not Available,No,Not Applicable: Standalone Property,66466.0,Not Available,Not Available,3.6,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,07/27/2022 03:39 PM EDT
2672547,AKAM - 3935 Blackstone Ave,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,104236.6,106.5,Not Available,Not Available,Not Available,No,2028654.1,Not Available,Not Available,731.7,Not Available,Not Available,81.2,Ok,4,Not Available,Not Available,Not Available,0,Not Available,Whole Property,12357502.1,Not Available,0,101.6,Ok,Not Available,Not Available,Not Available,2085798;2112675,3.3,153600,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,16359603.3,Not Available,Not Available,Whole Property,Not Available,No specific resident population,Bronx,Not Available,673.4,0,Not Available,Not Available,No,Not Applicable: Standalone Property,153600.0,Not Available,Not Available,4.4,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,03/17/2022 02:00 PM EDT
2665826,DEPM 2970 - 515 Park Ave,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,70,Not Available,2058,153.8,Not Available,Not Available,Not Available,Not Available,6107155.9,Not Available,Not Available,848.7,Not Available,Not Available,69.3,Ok,4,Not Available,Not Available,Not Available,0,Not Available,Whole Property,13012046.2,Not Available,0,151,Ok,Not Available,Not Available,Not Available,1041908,0.1,163000,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,25067169.3,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,930.4,0,Not Available,Not Available,No,Not Applicable: Standalone Property,163000.0,Not Available,Not Available,5.7,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,04/02/2022 05:27 PM EDT
5876481,DEPM 2596 - 25 Sutton Place South,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,320,Not Available,231627.5,85.2,Not Available,Not Available,Not Available,Not Available,8365415.4,Not Available,Not Available,2517.8,Not Available,Not Available,73.9,Ok,4,Not Available,Not Available,Not Available,0,Not Available,Whole Property,31163431.7,Not Available,100,82.6,Ok,Not Available,Not Available,Not Available,1040722,2,548505,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,46722795.8,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,1814.8,0,Not Available,Not Available,No,Not Applicable: Standalone Property,548505.0,Not Available,Not Available,3.3,Multifamily Housing,Ok,Possible Issue,Not Available,Not Available,Not Available,Not Available,Not Available,05/22/2022 10:38 PM EDT
6802510,URA Group - 186 Remsen Street,0.00E+00,CBECS - Office & Bank/Financial,Not Available,50,25500,Not Available,Not Available,Not Available,Not Available,3.9,Not Available,Not Available,Not Available,Not Available,35387.4,Not Available,Not Available,89.6,Not Available,Not Available,41.6,Ok,1,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Property,35387.4,0,Not Available,3.9,Ok,Not Available,Not Available,Not Available,3002247,0,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,99084.6,Not Available,Not Available,Not Available,Not Available,Not Available,Brooklyn,Not Available,3.0,0,Not Available,Not Available,No,Not Applicable: Standalone Property,25500.0,Not Available,Not Available,0.1,Office,Ok,Unable to Check (not enough data),Not Available,Not Available,Not Available,Not Available,Not Available,05/17/2022 02:15 PM EDT
