account_number,vendor_formal_name,id6_digit_naics_code,name_of_client_job_exp_1,description_of_work_job_exp_2,signatory_to_union_contracts,date_of_establishment,description_of_work_job_exp_1,description_of_work_job_exp_3,largest_value_of_contract,zip,certification,naics_subsector,naics_title,name_of_client_job_exp_2,bbl,aggregate_bonding_limit,census_tract_2020_,business_description,percent_self_performed_job_exp_3
10508,AMF Electrical Contracting Corp.,238210,Nead Electric Inc.,Installation of Conduit and concrete pad for EV charger.,Local Union 3 IBEW Local 3,2017-02-13T00:00:00.000,Install Fire Alarm System,,550000.0,11238,MBE,Building Equipment Contractors,Electrical Contractors and Other Wiring Installation Contractors,ElectricFish Energy Inc.,,,305.0,"AMF  Electrical  Contracting  Corp  is  a Brooklyn based electrical  contracting  company,  Founded  in  2017. AMF Electrical is a long-standing member of the Local 3 International Brotherhood of Electrical Workers Union (IBEW) and certified as a Minority Business Enterprise (MBE). We offer new construction electrical services as well as electrical improvement, additions, repair and maintenance services. We offer Electrical Service installation, Removal, upgrade, for commercial and Industrial, Aviation electrical projects. Specialize in  fire alarm, telecommunication, security and BMS installations. We offer off-site prefabrication of various systems and application  to  reduce  unproductive  onsite installation. We provide professional reliable on schedule, under budget electrical installation service.",
365887,AM Engineering Service PC,541330,Yulli Guang,Design and calculation for new building 3 family house,,2020-10-05T00:00:00.000,File Structural design and calculation for pile system for new masonry wall,"Architectural,mechanical design drawing",42000.0,11418,MBE,"Architectural, Engineering, and Related Services",Engineering Services,Trevor Goriah,4091870034.0,,26.0,engineering and architecture service,100.0
881,"Arbill Industries, Inc.",315990,NYC Fire Department,Sold retainer plates and gauge straps.,,1945-01-01T00:00:00.000,Sold gas masks.,,13783.68,19154,WBE,Apparel Accessories and Other Apparel Manufacturing,Apparel Accessories and Other Apparel Manufacturing,NYC Fire Department,,,,Arbill manufactures and distributes safety equipment and personal protective equipment.,
371058,"A-Square Contracting, Inc.",236220,"Geomatrix Services, Inc.",,,2022-03-08T00:00:00.000,Installation of signs,,3638.0,8844,"MBE,WBE",Nonresidential Building Construction,Commercial and Institutional Building Construction,,,,,"General Construction, Project Management, Estimation Services, and Installation of Signs.",
305309,Art Vox LLC,711510,The Armory Foundation,The project is a series of video tutorials for beauty industry (hairdressers) professionals. This pa,,2019-06-27T00:00:00.000,Video (interviews + editing) from the Uptown Games event,"Creating a promo video for an event (editing, visual effects, graphics).",1150.0,11211,WBE,"Independent Artists, Writers, and Performers","Independent Artists, Writers, and Performers",Mane Atelier,3024110001.0,,513.0,"Art Vox is a content marketing and video production studio that specializes in providing full-range videography, photography and post-production services to NYC organizations and businesses.  
?
We are a new generation of video creators who use advanced digital tools and modern technology to create high-quality visual products on any scale.

Our team consists of professional filmmakers, broadcast journalists, and marketers with a combined portfolio including film, advertisement, music videos, events coverage, interviews and TV content. We are striving to excel with each new project and client. Our mission is to create work that not only captures the audience's attention but moves it to take action, whether it's engagement with a brand or an artistic or social cause.",100.0
1812,"American Environmental Assessment & Solutions, Inc.",541380,NYCHA,Site inspection performed to visually identify all potential areas of concern.,,2006-07-14T00:00:00.000,work plan,"Phase II ESA: Drilling, sampling and analysis, project data management",26777.0,11216,"MBE,WBE","Architectural, Engineering, and Related Services",Testing Laboratories and Services,"SJM NY Realty, LLC",3017850161.0,,261.0,"Environmental consulting services including phase I environmental site assessments (ESA) phase II subsurface investigations (soil, groundwater and soil vapor), NYC E-design investigations and compliance (hazmat, air quality and noise), remediation of contaminated soil and groundwater; regulatory interaction and related environmental issues.",
342326,Amarachi Inc.,722511,Restaurant Resiliency Program,,,2004-05-05T00:00:00.000,Prepared meals for the food pantry.,,25460.0,11201,MBE,Restaurants and Other Eating Places,Full-Service Restaurants,,3001087501.0,,1501.0,"Amarachi Restaurant serves Nigerian, American and West Indian food.",
104445,157 Auto Collision Inc,811121,UHAUL,REPAIRED CUSTOMER 2018 HONDA CIVIC AS PER INSURANCE COMPANY,,2014-03-05T00:00:00.000,ALL REPAIR ON UHAUL VANS & TRAILERS COMPLETE BODY & AUTO REPAIRS,REPAIRED 2019 AUDI Q5 AS REQUIRED BY INSURANCE COMPANY,100000.0,11433,MBE,Automotive Repair and Maintenance,"Automotive Body, Paint, and Interior Repair and Maintenance",GEICO,4101240011.0,,25401.0,"Here at 157 Auto Collision inc. we specialize in all types of mechanical & body repairs. 157 Auto Collision is the foremost leader in crash and auto body repair Located in Jamaica Queens, Our worked is 100% Guaranteed and customer satisfaction is our priority.",100.0
361727,4R DMS Pest Control Systems Inc.,811490,NYCHA,,,1986-06-30T00:00:00.000,Exterminated properties apartments and common areas.,,120000.0,10469,MBE,Personal and Household Goods Repair and Maintenance,Other Personal and Household Goods Repair and Maintenance,,2045350061.0,,360.0,"We are a minority family owned Pest Control company that has been servicing the New York City area for the past 30 years. We special in rodent and insect removal using the latest environmentally friendly products and chemicals. We have worked with NYCHA and several large building management companies in The Bronx, Manhattan and Brooklyn.",
328120,"Acuity Risk Consultants, Inc.",524298,Huff Enterprises,"managing of risk program, administrative processing of insurance requirements from an internal stand",,2020-02-19T00:00:00.000,"administrative tasks, filings, recordkeeping, insurance advisory","risk management services, administrative services",24000.0,11747,MBE,"Agencies, Brokerages, and Other Insurance Related Activities",All Other Insurance Related Activities,DOTC Delivery,,,,"Independent risk consulting services, risk management, insurance consulting, business development, administrative services.  Workers compensation, general liability, automobile liability, umbrella liability assistance and advisement.",100.0
372812,Akula Interpreting and Translation LLC,541930,Denver District Court,Provided language services.,,2020-08-24T00:00:00.000,Completed on-site and remote interpreting in various languages.,Provided remote language services for immigrants who were victims of torture.,100000.0,12054,"MBE,WBE","Other Professional, Scientific, and Technical Services",Translation and Interpretation Services,St. Peter’s Health Partners,,,,"Akula Interpreting and Translation LLC. specializes in interpretation and translation services. Akula facilitates clear and accurate communication across languages and cultures. The company has skilled interpreters who excel in both simultaneous and consecutive interpretation, providing real-time language support for events, conferences, and business meetings. Akula's commitment to precision extends to document translation, where legal contracts, technical manuals, and marketing materials are translated with utmost accuracy and cultural sensitivity. Akula stands out for its client-centric approach, leveraging cutting-edge technology to deliver customized language solutions tailored to its client's unique needs.",100.0
313132,"71AteChef, LLC.",722320,HUNGRY,,,2015-11-05T00:00:00.000,Catered food,,345.0,11205,"MBE,WBE",Special Food Services,Caterers,,3018850070.0,,1237.0,"Over the past ten years, Shani, The 71AteChef has established herself as the ""go-to"" boutique catering company for private chef services, & full-service catering and personalized instruction. 

Our chef team regularly participates in providing personal chef services for high-end clients, food styling, recipe testing and development.",
377716,Arsh Pharmacy Inc.,456110,CVS CareMark,,,2023-04-28T00:00:00.000,Filled prescriptions for patients.,,60000.0,11010,"MBE,WBE",Health and Personal Care Retailers,Pharmacies and Drug Retailers,,,,,Arsh Pharmacy delivers medications and offers counselling and medication management services.,
341880,A.V. SON CONSTRUCTION INC,238350,Patricia,"AT THE 520 BERGEN STREET EXTENSION – AT EASTERN PARAPET WALL UPON
IMMEDIATE EXTERIOR EXPOSURE RUNNIN",,2016-04-21T00:00:00.000,"Demolish and remove old porch
Construct new porch
Make porch waterproof
Remove old wall
Construct ne","AT 4TH STORY, BUILDING FRONT
PROPERLY REPAIR WITH SIMILAR MATERIAL AND SECURE THE LOOSE OR
DEFECTIVE",30000.0,11432,MBE,Building Finishing Contractors,Finish Carpentry Contractors,New York City Housing Preservation and Development,4097910041.0,,450.0,A.V. SON CONSTRUCTION INC is a construction company. We work with New York City Housing Preservation and Development. We also handle private construction projects. We handle all types of work inside and outside.,100.0
1039500.00%,All Aces Corp,238390,JC Elite,Kitchen cabinets replacement,,2015-02-19T00:00:00.000,Construction,Consulting,3600000.0,11772,MBE,Building Finishing Contractors,Other Building Finishing Contractors,Office Of People With Dissability,,,,Consulting and Sales Management specializing in commercial and residential construction,100.0
100536,"All Times Promotional Products, Inc.",339999,Grant Associates,"Produced ""My Sister's Keeper"" items for student incentives.",,2011-05-20T00:00:00.000,Printed shirts and shipped them to different city schools and businesses for Career Discovery Week.,"Produced ""My Brother's Keeper"" items for student incentives.",41999.0,13035,WBE,Other Miscellaneous Manufacturing,All Other Miscellaneous Manufacturing,School for Classics,,,,"Spinnaker Custom Products supplies custom embroidered and screen-printed apparel for corporate, educational, athletic, construction, safety wear, school, uniforms, outerwear and special events. The company also sells promotional items, signage, print materials and trade show display materials.",100.0
390934,"APC Scientific Consultants & Associates, LLC",541511,US Army at Picatinny Arsenal,Armament SEC Spider Maintenance Support providing encryption upgrade software Lifecycle support.,,2020-03-09T00:00:00.000,Provided MSD organization with 3 Administrative assistant Support,Armament SEC Nuclear Biological and Chemical Sensor Processing Group (NBCSPG) software lifecycle Sup,1059849.0,7628,"MBE,WBE",Computer Systems Design and Related Services,Custom Computer Programming Services,Serco Inc,,,,"APC Scientific Consultants & Associates, LLC, is an EDWOSB and MWBE business that provides software and engineering services support to the Government. 

We provide a personalized software design or engineering solution to help achieve your team’s goals. APC Scientific is the team you need if you are looking to build a product that complies with your industry standards, with a rapid development and deployment time at a great value.",25.0
