property_id,address_1,non_refrigerated_warehouse,census_tract,city,other_number_of_computers,hospital_general_medical_6,multifamily_housing_gross,self_storage_facility_gross,percent_better_than_national_1,address_2,college_university_gross,electricity_use_generated_2,senior_care_community_gross,repair_services_vehicle_shoe,data_center_it_site_energy,hotel_room_density_number,water_alerts,egrid_output_emissions_rate,multifamily_housing_government,percent_of_recs_retained,hospital_general_medical_9,multifamily_housing_number_5,lifestyle_center_gross_floor,data_center_ups_system,hotel_gym_fitness_center,energy_cost,energy_cost_intensity_ft,financial_office_gross_floor,weather_normalized_site_eui,estimated_data_flag_fuel_1,estimated_data_flag_fuel,medical_office_percent_that_1,distribution_center_gross,custom_property_id_1_name,hospital_general_medical_7,bowling_alley_gross_floor,multifamily_housing_number_2,municipally_supplied_potable_2,national_median_total_ghg,hotel_worker_density_number,office_number_of_workers,hospital_general_medical,multifamily_housing_percent_1,custom_property_id_1_id,stadium_open_gross_floor,convention_center_gross_floor,retail_store_walk_in,laboratory_number_of_computers,energy_power_station_gross,hotel_percent_that_can_be,library_gross_floor_area,hospital_general_medical_10,number_of_buildings
2388675,310 West 56th Street,Not Available,139.0,New York,Not Available,Not Available,69643,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>Water Meter</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,No,Not Available,Not Available,9,Not Available,Not Available,Not Available,116313.63,1.6701406,Not Available,89.3,Not Available,No,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90,1025439,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
1582252,2 United Nations Plaza,Not Available,90.0,New York,Not Available,Not Available,Not Available,Not Available,-18.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.81771,Not Available,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,0,Not Available,90.4,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,5351.7,0.31771,1900,Not Available,Not Available,1038757,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,1
1771506,302 2nd Avenue,Not Available,,New York,Not Available,8,Not Available,Not Available,13.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>301 E 17TH STREET</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,Not Available,Not Available,153,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,268.3,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,0.00329,Not Available,Not Available,Not Available,6155.2,Not Available,Not Available,1162,Not Available,1020429,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,378.1,1
1406679,300 Park Avenue,Not Available,102.0,New York City,Not Available,Not Available,Not Available,Not Available,-38.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>K14625704</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,11952,66.3,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,7133.3,Not Available,1412,Not Available,Not Available,1081146,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2.50e+06,150 East 52nd Street,Not Available,100.0,New York,Not Available,Not Available,Not Available,Not Available,8.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,2233.9,Not Available,608,Not Available,Not Available,1036463,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2638817,360 Clinton Ave,Not Available,197.0,Brooklyn,Not Available,Not Available,95960,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,No,Not Available,Not Available,0,Not Available,Not Available,Not Available,0,0,Not Available,81,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,3379645,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
1575272,535 Madison Avenue,Not Available,102.0,New York,Not Available,Not Available,Not Available,Not Available,-25.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>70001-28229-001</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,130260.04,0.2751957,261637,75.7,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,4008.2,Not Available,294.19,Not Available,Not Available,1035747,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,1
2630961,2612 WEST ST PLPM,Not Available,37402.0,Brooklyn,Not Available,Not Available,194870,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>40004-52329-001</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,79.7,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,3320727,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2638025,225 Park Ave South,Not Available,50.0,New York,Not Available,Not Available,Not Available,Not Available,-32,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,BIN,Not Available,Not Available,Not Available,0,5792.5,Not Available,2500,Not Available,Not Available,1017861,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2611745,272-86 Grand Central Parkway,Not Available,155101.0,Floral Park,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>Well Water</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"4456886,4456885,4453535,4456888",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
1407884,156 West 56th Street,Not Available,137.0,New York,Not Available,Not Available,Not Available,Not Available,-37.3,Sute 200,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,This property does not have at least one meter for the type of energy or water used in this metric calculation.,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1303813.03,3.48949,Not Available,56.7,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,2747.4,Not Available,1319,Not Available,Not Available,1076177,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2614192,8635 21 AVE PLPM,Not Available,290.0,Brooklyn,Not Available,Not Available,109630,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>10004-20859-001</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,75.1,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,3166996,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2639010,299 Riverside Dr,Not Available,187.0,Ny,Not Available,Not Available,94804,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,68.7,No,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,1057167,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
