mandt,vbeln,kostl,mahza,msr_id,_dataaging,taxk5,kvgr4,amtbl,trvog,hb_resdate,fmbdat,fsh_vrsn_status,upd_tmstmp,auart,hb_expdate,scheme_grp,smenr,taxk6,fsh_transaction,kvgr5,gskst,vkgrp,pay_method,ktext,ps_psp_pnr,faksk,bnddt,cmwae,kokrs,kunnr,betc,fsh_rereg,tas,cancel_allow,fkara,taxk7,gwldt,psm_budat,objnr,autlf,stwae,abhov,logsysb,fsh_kvgr6,bname,taxk8,xblnr,mtlaur,augru,stafo,swenr,_xlso_trans_ctxt,abruf_part,cmngv,knkli,spart,proli,enqueue_grp,vzeit,kalcd,bukrs_vf,fsh_kvgr7,vprgr,crm_guid,hityp_pr,taxk9,vgbel,erzet,ihrez,submi,vdatu,_xlso_variant_id,abdis,fsh_kvgr8,ernam,hb_cont_reason,netwr,vbkla,vgtyp,sbgrp,stceg_l,fsh_kvgr10,knuma,fsh_ss,fsh_cq_check,xegdr,bstnk,multi,sppaym,lifsk,fsh_kvgr9,aedat,wtysc_clm_hdr,dat_fzau,awahr,kurst,gueen,_xlso_so_vald_to,cmnup,abhod,vkorg,audat,zuonr,angdt,vsbed,_xlso_payment_op,rep_freq,handle,_xlso_so_vald_fm,bstzd,taxk1,mahdt,bstdk,vbeln_grp,handoverloc,qmnum,kalsm_ch,cont_dg,cmfre,vtweg,telf1,aufnr,phase,taxk2,kvgr1,grupp,fsh_os_stg_change,abhob,landtx,kalsm,erdat,bpn,stage,kkber,taxk3,abrvw,vbtyp,kvgr2,knumv,guebg,fsh_vas_cg,waerk,vkbur,ctlpc,vsnmr_v,rplnr,vbklt,mod_allow,taxk4,_xlso_catalog_id,kvgr3,fsh_candate,agrzr,mill_appl_id,bsark,tm_ctrl_key,gsber,_fivetran_deleted,_fivetran_synced,_fivetran_sap_archived
162,VB0087,cOST81,MaH09,MSR002812,-5,tAXK5_005,KvGR4_3,AmT01,Trv21,2025-01-22,2025-01-28,aCTIVe9,2025-06-01 12:02:25,or028,2025-12-15,GRP15,Sm71,TAXK0_06,TXn0028,KVgr5_16,gsK2,VkG014,PM026,SaleS OrdEr 19,PSP0120,Fk52,2025-01-15,EUR8,koKR022,cUSt0013,-6,reG018,TaS03,-2,FKr02,taXK7_021,2025-02-05,2025-01-23,Obj001,-7,usD3,AbH088,SyS31,KVgr6_24,USER023,TAXk9_015,xBL0056,MtL071,AGR115,sTA006,Sw12,cTX102,PART83,1635.0,kNk0020,Sp047,prL014,EnQ0015,16,KAlC46,BKVF028,KVGR7_16,VPR415,CRM9_GUiD_01,HItyP24,TAXK1_920,vGb0022,2025-10-27T14:26:02.712993,iHReZ1,sUBm0021,2025-01-17,vAR093,-8,kVGR88_24,ErNaM029,DELAYED5,8377.0,VBKLa68,VTYp8,SBgRp2,STcL0099,kVgR10_12,KNuMa17,sS910,CqcHK018,XEgDr29,BST2064,-8,2,LIFSk028,KVGr6_13,2025-02-04,wCLHdR15,2025-01-21,aW217,kURs2,2025-12-04,2025-12-22,1,AbhOD02,VKO266,2025-01-23,ZUONR19,2025-02-01,vS216,PMOp61,WEEKLY5,hANd028,2025-01-20,BsTZD001,TaXK0_01,2025-01-20,2025-02-03,Grp025,hLoC013,Qm42,kAlSM2,Y573,Y1,VtW085,1201894810,ORD0018,PHaSE03,tAXK2_066,kVGR1_3,GRP98,-5,aBHOB25,DE5,kAL044,2025-01-25,Bpn01,StG7,KKbeR1,TAXK36_616,AbRvW12,C6,KVGr28_11,knUM02,2025-01-12,cODEGRP3,EUR3,VKBUR87,cTlP24,VSN342,rPl01,VbKlT13,7,TAxK9_029,caT013,kVGR3_97,2025-07-12,AgRZR002,MILL020,BSARK014,CtRL918,gSB03,f9,2025-06-01 12:03:36,4
129,VB0088,COST163,MAh09,MSR0018,6,tAXK5_060,KVGR53_13,aMt017,Trv19,2025-01-01,2025-01-26,INACTIVE0,2025-06-01 12:00:46,oR071,2025-12-29,GrP6,sM712,taXK6_026,TxN3024,KVGR9_2,Gsk22,VKG020,pM926,SaleS Order 12,PSP015,fk024,2025-01-30,EUR7,KOKR522,cUSt0028,-8,Reg01,TaS03,8,fKR059,tAXK7_22,2025-01-12,2025-01-16,OBJ6627,-4,USD9,abH01,Sys02,KVGR6_15,USeR923,tAxK8_01,XbL202,MTL0483,AgR077,STA021,SW013,CtX042,PARt062,1200.0,KnK0037,Sp724,PRl077,eNq0015,6,kAlC23,BkVF415,KVgR7_34,VpR116,CRm_GuID_025,HItyP1,TaXK91_01,Vgb002,2025-10-27T14:28:42.679226,iHREZ31,SuBM081,2025-02-07,vAR711,-8,KvGR4_2,eRNaM029,No_rEASON3,5927.0,VBKLa98,VTYP19,SBGRP51,StCL3016,KVGR103_08,KNumA20,ss020,CQChK417,XEgDr1,BST002932,8,2,lIFSk024,kVGR9_8,2025-01-13,WClhDR2,2025-01-11,aw01,KUrS2,2025-12-24,2025-12-20,11,AbhOD026,VKO665,2025-01-16,ZUOnR0,2025-01-05,vs022,PMOp827,mONTHlY9,hAND71,2025-01-29,BSTzd02,TaXK1_059,2025-01-25,2025-01-30,Grp030,HLoC04,Qm32,KaLsM14,Y9,N3,Vtw025,1218250828,OrD0052,pHaSE19,TAXK5_086,kVGr1_25,grP29,-8,ABHOB83,DE5,KaL324,2025-01-01,bPN062,STg37,KKBeR00,TAXk6_01,abRVW22,C931,kVGR25_1,KNUm029,2025-01-27,CODEGRp47,eUr,VKbuR16,ctLP10,vSn024,RPL222,vBKlT2,-9,tAXK0_01,CAT025,KvGR30_25,2025-07-29,aGRzR017,mILL002,bSArK021,CtRL626,GSB010,f5,2025-06-01 12:01:26,5
150,VB0089,CosT010,MAH02432,MSr2022,7,TAXk5_81,KVGr4_6,amT012,tRV44,2025-01-26,2025-01-23,ACTIve3,2025-06-01 12:00:40,oR224,2025-12-15,GRP13,SM022,TaXK8_010,TXN00153,KvGR3_1,GSK124,vKG063,Pm007,Sales order 33,psP001,Fk009,2025-02-07,uSd5,KOKR022,CuST0422,9,REg08,TaS040,-9,fkR01,TAXK7_02167,2025-02-06,2025-01-27,oBJ0412,8,eUr,ABh818,Sys014,KVGR65_91,USeR080,TaXK8_072,xBL302,MtL004,aGR03,STa726,SW027,Ctx0022,PART012,1778.0,KNk8010,SP50,PRl08,enQ001,3,kALc10,BKVF413,KVGR7_11,VPR029,CRM_gUID1_028,HITYp3,TAXK5_045,Vgb0017,2025-10-27T14:37:03.133989,IHRez14,SUBM0391,2025-01-26,VAR14,8,kVGR84_22,eRnAM019,deLAYED,9174.0,VBklA21,VTyP4,SBGRP1125,STCl0027,KvGR30_2,KnUMA8,Ss914,CQCHK02187,XeGDR1,Bst0015,9,-2,LIFSK01402,KVGR91_82,2025-01-11,WClHdR15,2025-02-03,Aw315,KuRs20,2025-12-24,2025-12-17,7,AbhOD011,vKO52,2025-01-27,ZUonR25,2025-01-29,VS028,PMOP21,moNTHLY9,hAND121,2025-02-06,BStzD011,TAXk15_026,2025-01-23,2025-01-22,GRP03366,HLOC01111,QM771,KAlSM92,Y63,N3,Vtw014,1004980748,oRD011,PHASE1316,TaXK7_010,KVGR171_27,gRP57,2,ABhOB42,de,KaL096,2025-01-30,BPn113,Stg19,KkBEr1,TAXk0_021,aBRVW5,C76,KVGr22_16,KnuM02,2025-01-18,cODEgRP1,EUR289,VKBuR96,CTlp22,VSN013,RPL019,vBkLT2,-7,tAXK4_064,CAT112,KVgR30_11,2025-07-18,AGRzR071,MILl52,BSARK39,CTRl311,gsB012,f9,2025-06-01 12:02:18,-9
160,VB0090,COsT096,MAH016,MSR1924,7,tAXK5_613,KVGR4_26,AMT02725,TRV24,2025-01-02,2025-01-24,InACTIVe7,2025-06-01 12:01:33,OR08,2025-12-17,GRp8,sM929,TAXK6_015,TXn701,KVgR6_2,GSk57,VKG320,pM619,SAles OrDer 19,PSp0084,FK02580,2025-01-25,EUR9,kOKR022,CUST2033,-5,REG971,TAS603,11,FKR02694,TAxK75_024,2025-01-24,2025-02-04,ObJ0011,-3,uSd1,ABH01796,sYs017,KVGR636_29,uSER611,taXK8_012,Xbl0024,MTL3819,aGR81,StA824,sW710,cTX9021,paRT02,1019.0,KNk801,Sp092,PRL027,ENQ0011,20,KalC26,bKVF920,kvGR7_27,VPr09,CRM_GUId_05,hItYP13,tAXK9_713,VGb082,2025-10-27T14:48:07.253821,IhReZ2,SUBm3023,2025-02-12,VaR226,-3,KVGr1_1,ERnAM627,DeLaYED0,6767.0,VBKLA27,VTYP60,SBGRP17,STCL1031,KvGR10_69,KNUMA80,sS11,CqCHK416,xEGDR4,BsT5014,-2,0,lIFSK087,KVGr91_1,2025-01-16,WCLHdr1,2025-01-21,Aw71,kuRS1,2025-12-30,2025-12-14,11,ABhOd01,VkO086,2025-01-24,zUOnR27,2025-01-09,VS06,pMOP008,MOnThLY,HAnd010,2025-02-01,BStzD01,tAXK17_02,2025-02-07,2025-02-17,Grp023,HLOC028,QM018,kALSM62,Y498,Y5,VTw323,1128966560,ORD0021,PhaSE24,tAXK2_927,KVGR62_14,grP2,-1,AbHOb1,US978,KaL122,2025-01-31,BPN063,Stg20,kKbER12,tAXK3_711,ABRVW1727,C7,kVGR2_71,kNuM02,2025-01-10,CoDeGRP16,USD1,vkBUR16,CTlP64,VSN024,RPL018,VBKLt94,-6,tAxK4_01,Cat016,KvGr3_1,2025-07-23,AGRZR027,MiLl02,bsARK028,CtrL017,GSB01755,t2,2025-06-01 12:03:45,6
96,VB0091,COST127,mAh02,Msr0012,-10,TAXK5_022,KVGr4_00,Amt02,trV22,2025-01-14,2025-01-30,ACtiVE8,2025-06-01 12:00:46,Or024,2025-12-27,grP2,SM235,TAXK6_02987,Txn0016,KVgR57_1,gsK11,VKG984,Pm089,SAles Order8 13,Psp001,fK05,2025-01-28,usD9,KOKr026,cUST7027,-1,REG20,TAS024,-5,FkR229,TAXK7_114,2025-02-01,2025-02-11,OBj0612,10,EUR4,AbH088,SYS565,KVGR693_10,uSeR020,TAxk8_01,XBl0919,MtL7026,Agr026,StA062,sW068,CTx0017,paRT01,1602.0,KNK7510,sp017,PRL498,eNQ402,12,KaLC46,BKVf037,KVGr7_72,VpR72,CRm_GUID8_024,HITYP29,TAXK9_62,vGB081,2025-10-27T14:02:30.636746,iHREZ84,sUBM0323,2025-01-21,VAR80,-4,KVGR7_07,ErNAM724,NO_ReASoN6,9372.0,VBklA29,VTyP1,SBgrP26,StCL9024,kVGR11_16,KNUMA18,SS011,CQCHK065,XEGdR46,bST0220,8,-9,lIFSk02,KvGR9_4,2025-01-26,wCLHdR11,2025-01-13,AW01577,kURs1,2025-11-30,2025-12-27,-4,ABHod010,VkO62,2025-01-20,ZUonR28,2025-01-23,VS029,pMoP01,WEEKLY246,haND028,2025-02-02,BsTZd02,TaXk1_01,2025-02-16,2025-02-18,GrP079,HLOC014,qM078,KALSM15,Y7,N8,VTW011,1228508946,ORd000,PHASe7,TaXk2_027,kVGR16_18,GrP90,9,AbHOB91,US687,kAL01,2025-01-19,BPN024,Stg11,KKBER28,tAXK3_617,aBRvW29,C930,KvGR0_2,KNUM50,2025-01-31,CODEGRP17,eUr7,VkBuR25,CTlP31,vSN42,RPl720,VBKlt18,6,TAXk4_077,CaT049,KvGR35_15,2025-07-17,AGRzR04,MilL010,BSARk084,CtRL004,gsB012,f905,2025-06-01 12:02:13,6
124,VB0092,COsT524,mAh014,MSr0323,-9,TAxK1_014,KVgR4_40,AMT028,tRv16,2025-01-31,2025-01-06,aCTIVe,2025-06-01 12:01:54,or018,2025-12-13,GrP8,Sm918,TAXK5_005,tXN0098,KVGR578_13,GSK24,vKG511,pM21,SALes Order 28,PsP0009,FK931,2025-01-10,Eur,kOKr013,CUST2017,3,ReG046,tAS060,-4,FKr082,TAXK7_028,2025-01-28,2025-02-09,ObJ0085,-7,Usd0,ABH019,SYs126,KVGr2_10,USER066,TAxK8_078,XBL0034,MTL7027,aGR056,StA914,SW320,cTx0020,PART022,1154.0,KNk052,sP216,pRL052,ENQ0012,11,KaLC0,BKVF12,KVGr8_21,vPr02,cRM_GuID_016,HITYP1358,tAXK9_04,VGB0024,2025-10-27T13:48:55.207014,iHREZ54,sUBM101,2025-01-24,VaR096,7,KVgR1_15,ErNAM211,dElAYED,7046.0,VbKlA1,VtYp20,SbgRP1,STCL00269,KVGR49_2,kNUMA55,Ss71,CQCHK027,xEGdR2,Bst0021,8,11,LIFSk314,KvgR9_1,2025-01-23,WClHDr15,2025-01-19,aW075,KUrs14,2025-12-20,2025-12-21,7,ABhoD024,vKO122,2025-01-12,ZUonR21,2025-01-24,vS729,PMoP325,WeEkLY3,HAnD04,2025-01-24,bSTZD013,TAXk9_02,2025-02-09,2025-02-05,GRp004,HlOC06,qM035,KaLSM45,N8,Y0,vTw019,1071681000,ORD0248,PHAsE37,TaXK2_028,KvGR7_29,grP23,4,aBHOB35,us6,kAL326,2025-01-28,bPN320,STG1586,KkBEr2,TAXK3_01514,AbRvW16,C140,KvGR2_69,kNUM06,2025-01-02,cOdEGRP22,Usd8,VKbUr10,ctLP13,vSN09,rpL017,VbKLT8,-6,TaXK41_026,cAT08,kVGR7_21,2025-07-25,agRZR021,miLL017,BSARk076,CtrL029,GSB497,f3,2025-06-01 12:03:20,3
129,VB0093,cOsT012,MAh81,MSR0317,-7,TAxK5_624,kVgR4_1,AMT072,tRV62,2025-01-31,2025-01-26,ACTiVe8,2025-06-01 12:00:48,OR547,2025-12-24,GrP24,SM322,TaxK6_029,tXn0020,KVGr6_15,GSK18,vKG034,PM018,Sales Order 18,PSP7118,Fk71,2025-01-25,Eur,KOKr512,CuST9018,8,REg054,TAs21,5,FKR015,TAXK5_722,2025-01-12,2025-02-04,ObJ0915,5,eUr,ABh32,SYS523,kVGr6_2,USEr314,TAxk8_016,XbL5027,mTL091,Agr025,Sta027,sw01,CTX7072,PARt013,1846.0,KNK006,SP014,PRl094,EnQ0034,18,KAlC9,BKVF012,KVGR701_28,VPr220,CRM7_GUID_060,HItYP61,TAXk9_921,VGB9012,2025-10-27T14:59:26.035495,IHRez27,SUBm9027,2025-01-30,VAR025,5,KVgR6_2,ERnAM228,NO_rEaSON,6721.0,VBKLA26,VTYP2681,SbGRp12,STcL6020,KVgR108_19,KNUMa59,SS67,CQcHk02,xEGdR14,BSt9015,10,8,LIFSK02359,KVGR93_1,2025-02-03,WCLHdr26,2025-01-22,AW720,kuRS28,2025-12-25,2025-12-16,-8,AbHOD529,VkO042,2025-01-27,ZUONR93,2025-01-15,VS617,PMOP010,WeEKLy,HaND325,2025-02-09,BSTzd021,TAXk1_313,2025-01-23,2025-02-17,gRp039,HLOC02360,qm02,KALSM21,Y6,N6,vTW12,1080106703,ORD8411,PHASE61,tAXK24_013,KvgR1_2,Grp1,-9,ABhOb19,US7,kAL410,2025-01-19,BPN01116,StG47,KKBER23,TAXK34_05,ABrVW7,C5,KVGR51_16,kNUm029,2025-01-09,CODeGRP8,EUR5,VKbUr11,CTlP0,VSN411,RPl317,vBKLT31,-9,TAXK73_028,CAT109,KVgR7_26,2025-07-03,AgrZR013,MiLl02,BSARK816,ctRL026,gSB717,f116,2025-06-01 12:03:11,-10
190,VB0094,COST583,MAH730,MSr0826,2,tAXK54_018,kVGR4_76,AMT248,TRV23,2025-01-19,2025-01-27,INaCtIVE9,2025-06-01 12:02:28,OR623,2025-12-21,gRP54,SM029,TAXK90_013,TxN7016,KvGR54_20,GSk77,VKG210,pm028,SalEs OrDer 19,PsP0420,FK00,2025-01-12,USD3,KOKR306,CUST302,11,REg220,taS02,9,FkR52,TaXK8_02,2025-01-29,2025-01-14,OBj2021,10,EUR2,ABH017,SYS05,KvGr6_20,USEr511,TAXK8_436,xbL0028,mTL7027,AgR069,sTA624,Sw222,CTx902,PArt018,1113.0,KNK2016,sP61,PRL027,Enq0013,5,kALc2,bKVf01,KVGr77_24,vpR025,CRm_GUiD_026,hITYP67,TAXK4_41,VgB0021,2025-10-27T15:16:57.632133,IHrEz12,SUBm9015,2025-01-31,vAR914,-8,kVgR8_23,ErNAM510,No_REAsON,5928.0,VbkLA2,VTYp87,SbGRp1,STCL0020,KVGR1098_19,KnUMA5,SS816,CQchK01,xEGDr29,BsT031,4,-5,LIFsk02,KVGR27_26,2025-01-09,wCLHDr15,2025-01-16,aW025,kuRS26,2025-12-30,2025-12-30,-2,AbHOD03,VKO61,2025-01-22,ZUoNR8,2025-01-17,vs02,PMOP758,WeEkLY1,HAND027,2025-01-30,BSTzD05,TAxK1_006,2025-02-12,2025-02-01,GRP698,hLOC218,qM069,kALSM27,N4,N184,VTw00,1056930800,OrD901,pHaSE21,TaXK0_011,KvGR1_70,gRP34,5,ABHoB54,de7,KAL01255,2025-01-20,BPn066,STg7,kKbER1,TAXK37_011,ABrVW1,C198,kVGr2_16,kNUM811,2025-01-14,CoDEGRp15,Usd9,VKBUR262,CtlP1,vSN003,RPL026,VBKLt88,8,TAxK4_714,CAT059,KvGR0_2,2025-07-08,AGrZr01,mILL512,BsaRK02,CTRL133,gSB71,t972,2025-06-01 12:03:48,-5
201,VB0095,COST01913,MaH91,MSR809,3,TaxK5_011,KVGr4_90,Amt024,trV19,2025-01-15,2025-01-05,INaCTiVE,2025-06-01 12:02:24,OR031,2025-12-26,GRP10,SM020,tAXK63_01,TXN0704,KVGr5_1,GSk72,vKG084,PM01266,SalEs OrDer 16,PSP0370,FK02241,2025-01-10,EUR160,kOkR02,CUST8212,-2,rEG064,TaS07,8,FKR90,TaXK7_814,2025-01-30,2025-02-07,OBJ0109,4,EUR837,ABh000,SYS69,kVGr6_2,USer017,TAXK90_01,XBL001574,MTL0013,aGR063,StA911,SW01365,CtX2027,PaRT07,1078.0,KnK0054,Sp720,PrL42,ENq003,9,KAlC42,BKVF02319,KVgR7_9,Vpr02,CRM_gUID2_01,HItyP2,TAXK9_028,VGB0017,2025-10-27T14:31:13.454036,IhREz1,SUBm012,2025-02-02,vaR02,3,KVgR4_2,ErnAM01,DELAYed,9332.0,VBKlA3,vTYp26,SBgrP20,STcL0047,KVGR16_51,kNuMA21,SS711,cqCHK013,XEGDr84,BSt2023,-5,3,LIfSK32,kVGr9_22,2025-01-28,WClHdR19,2025-01-27,aw012,KURS15,2025-12-15,2025-12-10,-4,ABHod016,VkO225,2025-01-29,ZUoNR08,2025-01-16,Vs42,PmOP071,WEEKly5,HANd081,2025-01-23,BsTZD61,TAXK14_525,2025-01-21,2025-02-18,gRP05,hLOC91,qM015,KALSM18,Y0,Y4,VTw529,1087322881,ORD7229,PHaSe2,TAXK0_229,KvGr1_15,gRP28,-3,ABHOB2459,US680,KAL030,2025-01-27,BPn714,sTg15,KKBer12,TAXK36_526,ABRVw33,C2,KVgR25_27,KNUM027,2025-01-10,CODEGRP18,EUR6,vKbUR18,ctLP16,VsN613,Rpl01,VBkLt23,-4,TAxK7_021,CAt018,kvGR3_18,2025-07-24,agRZR01,mILl014,BSARK63,CTRl714,Gsb022,f1,2025-06-01 12:02:53,10
176,VB0096,COSt075,MaH060,msR001,-3,tAXK5_413,KVgr4_19,AMT123,TRV182,2025-01-08,2025-01-25,INACTiVe0,2025-06-01 12:02:04,OR00,2025-12-22,GRP28,Sm044,TAxk6_016,tXn0026,kvGR5_23,gSK89,vKG727,PM019,SAles ORder 12,pSP0324,FK018,2025-01-10,uSd2,KoKR21,CUsT0312,-5,REg06,TAs213,-8,fKR724,TaXK78_018,2025-02-02,2025-02-12,OBJ0082,3,EUR5,aBh010,SYS014,KVGr3_27,USER02393,TAXK13_022,XBl004,mtL0029,AGR01755,StA06,sW061,CTX7091,pART081,1128.0,KNK0958,SP01284,PRl72,eNQ301,19,kAlC2,BKVF369,KvGr7_19,vPr01,CrM_GUID_04,HITYP1993,TAXk96_015,VGb301,2025-10-27T13:52:19.704467,IHrEZ00,sUBM4022,2025-02-12,vAr021,-6,KVGR6_17,erNAM019,DELAYED9,5691.0,VBkLa20,VtYP92,SBgRP07,STcL0034,KVGR191_1,knUMA16,SS58,CQCHK027,xEgDR2,BSt902,4,-7,LIfSK06,kVGr9_13,2025-01-21,WClHDr13,2025-01-10,aw014,kURS97,2025-12-30,2025-12-11,-6,ABHoD089,vKO723,2025-02-01,ZuONR77,2025-01-06,VS059,pMOP076,WEEklY6,hAND093,2025-02-02,BSTZD412,TAXk1_097,2025-01-22,2025-01-28,GRP224,HLOc042,Qm217,kALSM93,Y3,N291,VTW010,1111629809,Ord0029,pHASe2,taXK2_01,KVgR1_5,gRp27,6,AbHoB2,de,KAL041,2025-01-18,bPN62,STg43,kKBeR26,TaXK31_01,ABrvW17,C5,KVGr3_29,KnuM017,2025-01-09,CODEGRp41,Eur8,VKBUr9,CTlP82,VSn067,RPL023,VBkLT50,3,TaXK4_033,cAt020,kVGR9_28,2025-07-04,agRZR02,MILl06,BsARk029,CTRL01599,Gsb01,t6,2025-06-01 12:02:00,-7
210,VB0097,COST612,MAh21,msR0023,-8,TAXK3_035,kvGR4_17,AmT812,tRv14,2025-01-30,2025-01-24,AcTIVe,2025-06-01 12:02:46,oR004,2025-12-04,gRp21,sM056,TAXk67_029,TxN0061,KvGr5_1,Gsk1,VKG803,pm023,SaleS OrDer 10,PSP905,FK02903,2025-02-06,USD3,kOKR07,CUsT0089,-3,ReG82,TAS214,3,fKR021,TaXk7_022,2025-01-13,2025-02-11,OBJ0009,10,euR9,ABH92,sYs025,KVGR11_23,USER093,TaxK8_010,Xbl0027,MTL002545,Agr021,STa007,Sw003,cTX008,PArT09,1081.0,KnK011,SP44,pRL05,ENQ0715,24,KaLC4,BKVF02420,KVgR70_18,VPR01536,CRM_GUiD3_020,hiTYP1,TAxK9_626,Vgb0013,2025-10-27T14:31:12.248228,IHReZ5,SUBm0420,2025-01-30,vAr013,-4,KVGr81_1,ERNam029,dELAyED,8492.0,VbKlA24,vTyP1,SbGRp13,STCL0357,KVGr109_20,kNUMA9,ss01,CqCHk01,XEgDr19,bST6019,4,1,LIFSK01908,KVGr6_1,2025-01-30,WCLhdR29,2025-01-14,AW02499,KURS2331,2025-12-07,2025-12-01,-1,AbhOD019,vKo01,2025-01-16,zUOnR22,2025-01-13,Vs72,PmOp012,mONThLY,HaNd026,2025-01-22,BSTZD024,TaXK5_013,2025-01-29,2025-02-18,GRP02642,HLOC010,QM952,KALSm30,Y2,Y3,vTW518,1194927195,orD001,PHasE15,tAXK5_022,kVGr1_2,GrP50,1,aBhOB11,DE0,KAL545,2025-01-30,bPN077,STG18,KKbER12,TAXk4_014,AbRVW4,C86,KVgR2_84,KNUM329,2025-01-29,CoDEgRP26,uSd,vKBUR5,ctLP2,VsN512,RPl21,VBkLt17,3,TAXK0_025,cAt02,KvGR33_23,2025-07-20,AGrZr01,MiLl01,BSaRk026,CTrL513,GSB011,t579,2025-06-01 12:01:57,-4
198,VB0098,COSt034,MaH07,mSR009,2,TaXK5_326,KVGR4_12,AMt515,tRv1,2025-01-30,2025-01-18,INACTIVE6,2025-06-01 12:01:34,Or81,2025-12-16,gRP5,SM019,TaXK9_022,TXN6915,KvGR54_22,gsK2,VKG829,pM72,SaLes OrdeR 15,PSP0013,FK015,2025-01-16,EUR950,KOKR022,CUST0062,-2,REG713,TaS081,6,FKr622,TAXk7_056,2025-01-28,2025-02-03,ObJ3017,-8,eUr7,aBH41,sYS512,KvGR68_1,USer017,TAxK3_012,xbL0023,mtL002,AGR016,sTA04,SW025,ctX0016,PArt02,1635.0,KNk008,SP58,pRl02,ENQ509,11,kALC65,BKVF010,KVGR48_1,vPr02,CRM_GUId_041,HiTYP6,TaXK9_92,VGb501,2025-10-27T14:21:52.994323,IHREz85,SUBM0023,2025-01-26,VAR318,1,KVGR8_21,ERNam021,nO_ReASON8,9001.0,VBkLa2,VtYP5,SbGrP19,sTCL6015,KVGR10_2949,KNUMA23,sS823,cQcHK016,XeGDr21,BST752,-10,9,LiFsK025,KVGr95_25,2025-01-20,WClHDr27,2025-01-17,Aw041,KUrs22,2025-12-15,2025-12-29,-3,aBHoD010,vkO02,2025-02-03,ZUoNR78,2025-01-08,VS24,PMOp714,WEeKlY4,HAnd012,2025-01-12,BsTzD026,TAXk1_041,2025-02-10,2025-02-20,GRP791,HlOC42,qM06,kALSm16,Y7,N2,VTw019,1048438710,ORD0070,PhaSE1,TAxK6_018,KVgR1_00,GRP28,-2,ABHoB51,us0,kaL027,2025-01-08,Bpn01,sTg26,kKBEr2,taXK3_02,ABRVW1829,C1,KvGR2_5,KNum010,2025-01-16,COdEGRP84,euR,vKBUr29,ctLP17,VsN212,rPL04,VBKLT20,-8,TAxK5_01,caT024,KVGR18_14,2025-07-22,AGRZR017,MILL02427,BsARK06,CtRL22,gSB912,f2,2025-06-01 12:01:53,-10
